day,price_usd,daily_return,rolling_vol_7d
2024-11-30,3703.6,0.03100876619128612,0.04272659506863026
2024-12-01,3707.61,0.0010827303164488988,0.04195238593888714
2024-12-02,3643.42,-0.017313039936778685,0.04365633290561763
2024-12-03,3614.51,-0.007934852418881144,0.041610213555726215
2024-12-04,3837.8,0.06177600836627928,0.029398189376878932
2024-12-05,3785.2,-0.013705768930116324,0.02843697976301441
2024-12-06,3998.87,0.05644880059177848,0.03352697141793651
2024-12-07,3996.22,-0.0006626872091366476,0.033285793397984174
2024-12-08,4004.15,0.0019843752345967136,0.03324099898669282
2024-12-09,3712.0,-0.0729618021302898,0.045629791193480734
2024-12-10,3628.25,-0.022561961206896575,0.0465693538047647
2024-12-11,3831.81,0.056104182457107354,0.04537942920329499
2024-12-12,3881.61,0.01299646903160645,0.04509160755084832
2024-12-13,3906.8,0.006489575202042408,0.03904283929571694
2024-12-14,3870.29,-0.00934524418961813,0.03910672088922578
2024-12-15,3959.09,0.022944017114996607,0.04041286410160282
2024-12-16,3986.24,0.006857636477069162,0.025023670988682873
2024-12-17,3893.01,-0.02338795456369902,0.025206823682732332
2024-12-18,3626.8,-0.06838153511036449,0.030852125823357404
2024-12-19,3417.01,-0.05784438072129705,0.03445353486761843
2024-12-20,3472.21,0.016154474233320837,0.035745674754235346
2024-12-21,3338.92,-0.038387655124546005,0.036502565605222796
2024-12-22,3281.83,-0.017098343176835673,0.03137514475242876
2024-12-23,3422.53,0.04287242178906281,0.039551216829313084
2024-12-24,3493.18,0.0206426240237485,0.04247662139141757
2024-12-25,3497.0,0.0010935594501286783,0.03532408230633029
2024-12-26,3335.05,-0.046311123820417466,0.03259296079479098
2024-12-27,3333.51,-0.00046176219247084926,0.031553528466218124
2024-12-28,3404.0,0.021145879268398726,0.029101495756387357
2024-12-29,3356.48,-0.013960047003525267,0.02876016679683987
2024-12-30,3361.84,0.0015969110496711902,0.023018423278341922
2024-12-31,3337.78,-0.007156795088403944,0.02067481306551102
2025-01-01,3360.38,0.006770967529315941,0.021119471694271266
2025-01-02,3455.67,0.028356912015902846,0.015043356793017795
2025-01-03,3609.01,0.044373450011141236,0.020714451032259443
2025-01-04,3656.88,0.01326402531442139,0.020318864338920523
